Horizon started successfully.
[2020-10-07 15:28:55][128] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][128] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][130] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][130] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][105] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:55][127] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][129] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][129] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:55][103] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:57][99] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:57][133] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][133] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][135] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][135] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][137] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:56][95] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:56][131] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][131] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][132] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][132] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][134] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][134] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][136] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][136] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][138] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][101] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:57][137] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][139] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][139] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][141] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][141] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][143] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][143] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][145] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][145] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][147] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][147] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][149] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][149] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][151] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][151] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][153] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][138] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][140] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][140] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][142] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][142] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][144] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][144] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:57][146] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][146] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][148] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][148] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][150] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][150] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][152] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][152] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][154] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:59][105] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:59][103] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:28:58][153] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:28:58][154] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:30:04][155] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:30:04][156] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 15:30:05][156] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 15:30:08][155] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:30:12][155] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:30:16][155] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:31:07][157] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:31:07][157] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 15:43:52][158] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:43:56][158] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:02][158] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:05][159] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:07][158] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:09][159] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:13][159] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 15:44:16][159] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:00:02][160] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:00:03][161] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 16:00:04][161] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 16:00:05][160] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:01:04][162] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 16:01:05][162] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 16:01:08][160] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:01:11][160] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:30:03][163] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:30:04][164] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 16:30:05][164] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 16:30:08][163] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:30:12][163] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:30:16][163] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 16:31:07][165] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 16:31:07][165] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 17:00:02][166] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:00:03][167] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 17:00:04][167] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 17:00:07][166] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:00:11][166] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:00:15][166] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:01:06][168] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 17:01:06][168] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 17:30:03][169] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:30:05][170] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 17:30:06][170] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 17:30:09][169] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:30:13][169] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:30:17][169] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 17:31:08][171] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 17:31:08][171] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 18:00:03][172] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:00:03][173] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:00:05][173] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:00:08][172] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:00:12][172] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:00:16][172] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:01:07][174] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 18:01:07][174] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-07 18:08:25][175] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:08:29][175] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:08:34][175] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:08:38][175] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:26:20][176] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:26:24][176] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:26:29][176] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:26:34][176] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:26:59][177] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:27:04][177] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:27:07][177] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:27:11][177] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:30:02][178] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:30:06][178] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:30:05][179] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:30:05][179] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:30:05][179] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:30:05][179] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 18:30:11][178] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 18:30:15][178] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:00:03][180] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:00:04][181] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:00:04][181] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:00:04][181] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:00:04][181] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:00:10][180] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:00:14][180] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:00:17][180] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:30:03][183] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:30:03][183] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:30:03][183] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:30:03][183] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 19:30:02][182] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:30:07][182] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:30:11][182] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 19:30:14][182] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:00:03][184] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:00:04][185] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:00:04][185] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:00:04][185] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:00:04][185] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:00:10][184] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:00:14][184] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:00:17][184] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:30:03][187] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:30:03][187] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:30:03][187] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:30:03][187] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 20:30:03][186] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:30:07][186] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:30:11][186] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 20:30:15][186] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:00:04][188] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:00:05][189] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:00:05][189] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:00:05][189] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:00:05][189] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:00:08][188] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:00:11][188] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:00:15][188] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:30:04][191] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:30:03][190] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:30:04][191] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:30:04][191] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:30:04][191] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 21:30:07][190] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:30:11][190] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 21:30:15][190] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:00:02][192] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:00:04][193] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:00:04][193] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:00:04][193] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:00:04][193] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:00:06][192] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:00:10][192] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:00:13][192] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:30:04][194] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:30:05][195] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:30:05][195] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:30:05][195] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:30:05][195] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 22:30:09][194] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:30:13][194] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 22:30:17][194] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:00:03][196] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:00:05][197] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:00:05][197] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:00:05][197] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:00:05][197] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:00:07][196] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:00:11][196] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:00:15][196] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:30:04][199] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:30:04][199] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:30:04][199] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:30:04][199] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-07 23:30:04][198] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:30:09][198] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:30:13][198] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-07 23:30:17][198] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:00:05][200] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:00:06][201] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:00:06][201] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:00:06][201] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:00:06][201] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:00:12][200] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:00:16][200] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:00:21][200] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:30:03][202] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:30:04][203] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:30:04][203] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:30:04][203] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:30:04][203] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 00:30:10][202] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:30:14][202] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 00:30:18][202] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:00:03][204] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:00:04][205] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:00:04][205] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:00:04][205] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:00:04][205] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:00:07][204] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:00:10][204] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:00:14][204] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:30:03][206] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:30:05][207] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:30:05][207] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:30:05][207] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:30:05][207] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 01:30:11][206] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:30:14][206] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 01:30:18][206] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:00:04][209] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:00:04][209] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:00:04][209] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:00:04][209] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:00:03][208] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:00:07][208] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:00:11][208] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:00:14][208] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:30:03][210] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:30:05][211] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:30:05][211] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:30:05][211] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:30:05][211] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 02:30:11][210] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:30:15][210] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 02:30:19][210] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:00:01][212] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:00:03][213] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:00:03][213] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:00:03][213] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:00:03][213] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:00:05][212] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:00:09][212] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:00:13][212] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:30:02][214] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:30:04][215] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:30:04][215] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:30:04][215] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:30:04][215] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 03:30:07][214] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:30:11][214] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 03:30:15][214] Failed:     App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 04:00:03][216] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-08 04:00:04][217] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 04:00:04][217] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 04:00:04][217] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 04:00:04][217] Failed:     App\Jobs\ReadHotspot\HotspotLapan
[2020-10-08 04:00:07][216] Processing: App\Jobs\ReadHotspot\HotspotModis
